model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,n_reachable,n_test,denominator_corrected
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,CP-transfer,0.04,0.4,0.48,0.1784,0.2014,25.0,25.0,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,WP-small,0.2,0.45,0.5,0.286,0.3054,20.0,40.0,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,WP-large,0.3,0.475,0.5,0.3721,0.3869,20.0,40.0,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,CP-cold-start,0.0,0.075,0.15,0.0415,0.0404,20.0,40.0,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,CP-transfer,0.3,0.5,0.5,0.3583,0.3708,20.0,40.0,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,CP-transfer,0.3,0.5,0.5,0.3661,0.3833,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0,0.0058,0.0065,13.0,46.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,WP-small,0.0059,0.1006,0.1598,0.0481,0.0558,98.0,169.0,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-large,0.0,0.087,0.1087,0.0352,0.039,13.0,46.0,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0046,0.0047,13.0,46.0,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-transfer,0.0435,0.1522,0.1957,0.0977,0.0954,13.0,46.0,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-small,0.3,0.45,0.5,0.3394,0.3619,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,WP-large,0.0237,0.1302,0.2189,0.0743,0.0836,98.0,169.0,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-large,0.25,0.5,0.5,0.3563,0.3542,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0042,0.0041,98.0,169.0,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0043,0.0042,20.0,40.0,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-transfer,0.25,0.5,0.5,0.3479,0.3458,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,CP-transfer,0.0296,0.1065,0.2012,0.0708,0.0856,98.0,169.0,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,WP-small,0.2735,0.7009,0.7863,0.3966,0.47,116.0,117.0,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,WP-small,0.2,0.425,0.475,0.2774,0.2961,20.0,40.0,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,WP-large,0.25,0.475,0.5,0.3363,0.3458,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,WP-large,0.2479,0.7094,0.8376,0.3972,0.459,116.0,117.0,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,CP-cold-start,0.094,0.2735,0.5726,0.1805,0.2115,116.0,117.0,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,CP-cold-start,0.0,0.1,0.15,0.0445,0.0459,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,CP-transfer,0.3162,0.7009,0.7949,0.4121,0.4774,116.0,117.0,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,WP-small,0.2,0.475,0.5,0.2967,0.3161,20.0,40.0,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,WP-large,0.175,0.45,0.5,0.2988,0.3036,20.0,40.0,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,CP-cold-start,0.025,0.325,0.375,0.1366,0.1498,20.0,40.0,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,CP-transfer,0.3,0.475,0.5,0.3677,0.376,20.0,40.0,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,CP-transfer,0.275,0.475,0.475,0.3408,0.3525,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,WP-small,0.0,0.026,0.0325,0.012,0.0121,15.0,154.0,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0366,0.0854,0.0976,0.0452,0.0541,13.0,82.0,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.061,0.0976,0.1341,0.0656,0.0796,13.0,82.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,WP-large,0.013,0.0195,0.0325,0.0201,0.0203,15.0,154.0,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0122,0.061,0.0732,0.0258,0.0302,13.0,82.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,CP-cold-start,0.0,0.0065,0.013,0.0041,0.0043,15.0,154.0,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.0366,0.1098,0.122,0.0516,0.0649,13.0,82.0,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.125,0.45,0.5,0.2213,0.2321,20.0,40.0,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.225,0.5,0.5,0.3363,0.3321,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,CP-transfer,0.0065,0.0195,0.0195,0.0125,0.0126,15.0,154.0,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,WP-small,0.225,0.475,0.5,0.3074,0.3269,20.0,40.0,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.002,0.0019,20.0,40.0,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,WP-large,0.3,0.475,0.5,0.3677,0.3802,20.0,40.0,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.45,0.475,0.3133,0.3154,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,WP-small,0.1585,0.2561,0.2927,0.1663,0.2089,42.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,WP-large,0.1098,0.2805,0.3293,0.1531,0.1934,42.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,CP-cold-start,0.0854,0.1951,0.2683,0.1075,0.146,42.0,82.0,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,CP-cold-start,0.025,0.125,0.125,0.0628,0.065,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,CP-transfer,0.0976,0.2439,0.3293,0.1523,0.1775,42.0,82.0,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,WP-small,0.24,0.4267,0.56,0.2251,0.3441,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,WP-large,0.28,0.5467,0.68,0.3068,0.3994,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,CP-cold-start,0.0,0.0533,0.2133,0.054,0.0608,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,CP-transfer,0.2267,0.5333,0.7067,0.2756,0.3665,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,WP-small,0.0311,0.1242,0.2112,0.0711,0.0828,69.0,161.0,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,CP-transfer,0.35,0.475,0.5,0.3896,0.4,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,WP-large,0.0559,0.1242,0.205,0.096,0.1014,69.0,161.0,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0049,0.0052,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,WP-small,0.04,0.44,0.52,0.1891,0.1972,25.0,25.0,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,WP-large,0.08,0.32,0.68,0.1988,0.2357,25.0,25.0,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.0882,0.2059,0.25,0.1096,0.1405,119.0,272.0,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0104,0.0093,25.0,25.0,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.275,0.475,0.5,0.3386,0.3511,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,WP-small,0.0,0.0652,0.1087,0.0363,0.0379,13.0,46.0,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,CP-transfer,0.12,0.4,0.6,0.2136,0.2429,25.0,25.0,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,WP-large,0.0652,0.1087,0.1522,0.0773,0.0855,13.0,46.0,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,WP-small,0.28,0.5733,0.6667,0.2569,0.3943,74.0,75.0,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,WP-large,0.2533,0.5733,0.68,0.3058,0.4061,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0435,0.0082,0.009,13.0,46.0,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0267,0.016,0.0127,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,CP-transfer,0.0435,0.1739,0.2174,0.0937,0.0968,13.0,46.0,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,WP-small,0.1867,0.44,0.7067,0.2902,0.3365,74.0,75.0,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,CP-transfer,0.32,0.52,0.68,0.2771,0.4183,74.0,75.0,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.0515,0.1397,0.2132,0.081,0.1016,119.0,272.0,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,WP-large,0.2133,0.56,0.68,0.2865,0.3622,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,WP-small,0.0414,0.1538,0.1893,0.0832,0.095,98.0,169.0,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.0,0.0,0.0,0.0059,0.0035,119.0,272.0,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0148,0.0133,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,WP-large,0.0296,0.1893,0.2604,0.0979,0.106,98.0,169.0,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,CP-transfer,0.0699,0.2206,0.25,0.1026,0.1356,119.0,272.0,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,CP-transfer,0.2933,0.5467,0.68,0.3083,0.4241,74.0,75.0,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,WP-small,0.2,0.475,0.5,0.3013,0.3058,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,WP-small,0.0065,0.026,0.0325,0.0158,0.0158,15.0,154.0,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0042,0.004,98.0,169.0,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,WP-large,0.25,0.5,0.5,0.3592,0.3571,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,CP-transfer,0.0237,0.1006,0.1893,0.0659,0.0733,98.0,169.0,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,WP-small,0.0217,0.087,0.1957,0.0522,0.0583,13.0,46.0,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,WP-large,0.0065,0.026,0.026,0.0172,0.0173,15.0,154.0,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,WP-large,0.0435,0.1087,0.2391,0.0895,0.0896,13.0,46.0,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0006,0.0006,15.0,154.0,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0067,0.0076,13.0,46.0,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,CP-transfer,0.0,0.013,0.026,0.0082,0.0083,15.0,154.0,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,WP-small,0.2267,0.4933,0.6533,0.2496,0.3541,74.0,75.0,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,CP-cold-start,0.075,0.225,0.35,0.1507,0.1506,20.0,40.0,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,WP-large,0.28,0.5733,0.6933,0.3042,0.409,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,CP-transfer,0.0652,0.1304,0.1522,0.0814,0.1019,13.0,46.0,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,WP-small,0.0976,0.2561,0.3293,0.1329,0.1682,42.0,82.0,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,WP-large,0.1098,0.2805,0.3293,0.1624,0.1897,42.0,82.0,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0146,0.0118,74.0,75.0,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,CP-cold-start,0.0122,0.2439,0.2927,0.078,0.0994,42.0,82.0,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,CP-transfer,0.0854,0.2561,0.3415,0.1416,0.1771,42.0,82.0,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,WP-small,0.0065,0.013,0.0195,0.0115,0.0115,15.0,154.0,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,WP-large,0.0065,0.0195,0.039,0.0152,0.0157,15.0,154.0,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,CP-transfer,0.32,0.5467,0.6267,0.2822,0.4244,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,WP-small,0.0488,0.0732,0.1098,0.0619,0.0678,13.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,WP-large,0.061,0.0732,0.1341,0.0596,0.0763,13.0,82.0,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0019,0.0018,15.0,154.0,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0,0.0488,0.061,0.016,0.0191,13.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.0488,0.0976,0.122,0.0514,0.0648,13.0,82.0,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,WP-small,0.0435,0.118,0.1988,0.0805,0.0851,69.0,161.0,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.35,0.475,0.475,0.3822,0.3918,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0031,0.0025,69.0,161.0,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,CP-transfer,0.0,0.0,0.0195,0.004,0.004,15.0,154.0,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,WP-small,0.1098,0.2439,0.3171,0.1467,0.1814,42.0,82.0,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,WP-large,0.0621,0.1553,0.2484,0.1072,0.1188,69.0,161.0,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,WP-large,0.1829,0.3049,0.3537,0.1859,0.2322,42.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,CP-transfer,0.0621,0.1553,0.205,0.1004,0.1147,69.0,161.0,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,WP-small,0.24,0.56,0.6533,0.3029,0.3864,74.0,75.0,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,WP-large,0.32,0.5333,0.7067,0.3263,0.44,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,CP-cold-start,0.0,0.0248,0.087,0.0278,0.0301,69.0,161.0,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,CP-cold-start,0.0,0.08,0.16,0.0586,0.0646,74.0,75.0,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,CP-cold-start,0.0366,0.0732,0.1707,0.0473,0.0722,42.0,82.0,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,CP-transfer,0.0248,0.1553,0.1988,0.08,0.0878,69.0,161.0,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,WP-small,0.0488,0.2439,0.2927,0.1286,0.1429,42.0,82.0,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,WP-large,0.1463,0.2561,0.3049,0.1728,0.2059,42.0,82.0,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,CP-transfer,0.0366,0.2317,0.2927,0.1119,0.1335,42.0,82.0,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0,0.0244,0.0732,0.017,0.0245,42.0,82.0,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,CP-transfer,0.2533,0.5333,0.6533,0.2887,0.3906,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,WP-small,0.0211,0.2,0.2947,0.0857,0.114,70.0,95.0,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,WP-small,0.0122,0.0488,0.0732,0.0293,0.0318,13.0,82.0,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,WP-large,0.0488,0.0976,0.1341,0.0613,0.0698,13.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,WP-large,0.0316,0.2421,0.3368,0.1042,0.137,70.0,95.0,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.0,0.0211,0.0211,0.0118,0.0155,70.0,95.0,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.0,0.0,0.0,0.0008,0.0006,13.0,82.0,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,CP-transfer,0.0737,0.2,0.3368,0.1102,0.1474,70.0,95.0,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,WP-small,0.2267,0.56,0.6933,0.2972,0.3769,74.0,75.0,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,CP-transfer,0.0488,0.2805,0.3415,0.1142,0.136,42.0,82.0,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,WP-large,0.2667,0.5333,0.7333,0.3145,0.4136,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,WP-small,0.0741,0.1799,0.1958,0.1117,0.1183,47.0,189.0,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.0488,0.0732,0.0976,0.0503,0.0653,13.0,82.0,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,WP-small,0.0,0.1087,0.1739,0.0428,0.0424,13.0,46.0,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.0267,0.12,0.2133,0.0654,0.089,74.0,75.0,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,WP-large,0.0217,0.1304,0.1957,0.0704,0.077,13.0,46.0,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0016,0.0015,13.0,46.0,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,CP-transfer,0.0435,0.1522,0.1957,0.1006,0.1036,13.0,46.0,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,WP-small,0.0,0.24,0.52,0.1245,0.139,25.0,25.0,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,WP-large,0.0582,0.1746,0.2063,0.1036,0.1106,47.0,189.0,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,WP-large,0.2,0.48,0.6,0.3011,0.3446,25.0,25.0,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,CP-transfer,0.1733,0.5067,0.6933,0.2619,0.3467,74.0,75.0,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,WP-small,0.08,0.16,0.24,0.0951,0.1223,25.0,25.0,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,CP-cold-start,0.0,0.04,0.2,0.0421,0.0535,25.0,25.0,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,WP-large,0.08,0.44,0.72,0.254,0.2838,25.0,25.0,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.0423,0.1376,0.1693,0.0693,0.0808,47.0,189.0,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,CP-transfer,0.12,0.44,0.48,0.2359,0.2621,25.0,25.0,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,WP-small,0.0478,0.2059,0.2647,0.0978,0.1228,119.0,272.0,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0077,0.0063,25.0,25.0,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.0688,0.1587,0.1958,0.0993,0.11,47.0,189.0,yes
TRANP-CNN,pydata/xarray,numpy/numpy,WP-small,0.0497,0.1118,0.1677,0.0814,0.0881,69.0,161.0,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,CP-transfer,0.04,0.28,0.6,0.1373,0.1606,25.0,25.0,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,WP-large,0.0699,0.1765,0.25,0.1015,0.1264,119.0,272.0,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,WP-small,0.0732,0.1829,0.2683,0.1129,0.133,42.0,82.0,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,WP-large,0.122,0.2561,0.3049,0.1446,0.1834,42.0,82.0,yes
TRANP-CNN,pydata/xarray,numpy/numpy,WP-large,0.0373,0.1553,0.2174,0.0989,0.1024,69.0,161.0,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,CP-cold-start,0.0244,0.1585,0.2561,0.0681,0.0843,42.0,82.0,yes
TRANP-CNN,pydata/xarray,numpy/numpy,CP-cold-start,0.0062,0.0248,0.0373,0.018,0.0226,69.0,161.0,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,CP-transfer,0.1341,0.1951,0.3049,0.141,0.1839,42.0,82.0,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,CP-cold-start,0.0037,0.0625,0.1287,0.0281,0.0405,119.0,272.0,yes
TRANP-CNN,pydata/xarray,numpy/numpy,CP-transfer,0.0497,0.1739,0.1988,0.0895,0.1031,69.0,161.0,yes
TRANP-CNN,numpy/numpy,pydata/xarray,WP-small,0.12,0.32,0.56,0.198,0.2294,25.0,25.0,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,WP-small,0.0582,0.1799,0.2063,0.1045,0.1083,47.0,189.0,yes
TRANP-CNN,numpy/numpy,pydata/xarray,WP-large,0.08,0.44,0.48,0.1999,0.2298,25.0,25.0,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,WP-large,0.0582,0.1852,0.2063,0.1002,0.1051,47.0,189.0,yes
TRANP-CNN,numpy/numpy,pydata/xarray,CP-cold-start,0.08,0.24,0.32,0.1062,0.1671,25.0,25.0,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,CP-transfer,0.0882,0.2243,0.2721,0.1167,0.1436,119.0,272.0,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,WP-small,0.0559,0.1242,0.1863,0.0916,0.1034,69.0,161.0,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,CP-cold-start,0.0053,0.0476,0.0899,0.0272,0.0292,47.0,189.0,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,WP-large,0.0373,0.1491,0.2174,0.0876,0.0957,69.0,161.0,yes
TRANP-CNN,numpy/numpy,pydata/xarray,CP-transfer,0.24,0.48,0.6,0.3112,0.3505,25.0,25.0,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0,0.1739,0.2174,0.0563,0.0594,13.0,46.0,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.0652,0.1739,0.1957,0.099,0.1073,13.0,46.0,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,CP-cold-start,0.0124,0.0435,0.0932,0.0314,0.0393,69.0,161.0,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,CP-transfer,0.0688,0.1746,0.2063,0.1128,0.1186,47.0,189.0,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0012,0.0011,13.0,46.0,yes
TRANP-CNN,numpy/numpy,localstack/localstack,WP-small,0.0526,0.2,0.3053,0.0857,0.1359,70.0,95.0,yes
TRANP-CNN,numpy/numpy,localstack/localstack,WP-large,0.0947,0.2,0.3474,0.129,0.1616,70.0,95.0,yes
TRANP-CNN,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.0217,0.1304,0.1957,0.0626,0.0735,13.0,46.0,yes
TRANP-CNN,numpy/numpy,localstack/localstack,CP-cold-start,0.0,0.0526,0.1053,0.027,0.0363,70.0,95.0,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.0497,0.118,0.1988,0.0856,0.0936,69.0,161.0,yes
TRANP-CNN,qiskit/qiskit,numpy/numpy,CP-transfer,0.0435,0.1429,0.1801,0.0909,0.1011,69.0,161.0,yes
TRANP-CNN,wagtail/wagtail,docker/compose,WP-small,0.2821,0.6923,0.8034,0.3946,0.4704,116.0,117.0,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.0311,0.0994,0.1366,0.0637,0.0683,69.0,161.0,yes
TRANP-CNN,wagtail/wagtail,docker/compose,WP-large,0.2308,0.7009,0.8034,0.3924,0.4515,116.0,117.0,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.0062,0.0186,0.0311,0.0151,0.0199,69.0,161.0,yes
TRANP-CNN,numpy/numpy,localstack/localstack,CP-transfer,0.0632,0.1474,0.2632,0.0998,0.1253,70.0,95.0,yes
TRANP-CNN,localstack/localstack,numpy/numpy,WP-small,0.0373,0.1304,0.1863,0.0778,0.0895,69.0,161.0,yes
TRANP-CNN,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.0435,0.1615,0.2236,0.0913,0.1013,69.0,161.0,yes
TRANP-CNN,wagtail/wagtail,docker/compose,CP-cold-start,0.0085,0.0171,0.1368,0.0397,0.0491,116.0,117.0,yes
TRANP-CNN,localstack/localstack,numpy/numpy,WP-large,0.0559,0.1553,0.205,0.0965,0.1069,69.0,161.0,yes
TRANP-CNN,wagtail/wagtail,docker/compose,CP-transfer,0.2479,0.7179,0.7863,0.4085,0.4567,116.0,117.0,yes
